Price,Adj Close,Close,High,Low,Open,Volume
Ticker,SPY,SPY,SPY,SPY,SPY,SPY
Date,,,,,,
2025-05-06,553.9755249023438,558.7999877929688,563.3499755859375,556.9600219726562,557.9299926757812,48264700
2025-05-07,556.3052978515625,561.1500244140625,563.8200073242188,556.0399780273438,560.1500244140625,55588000
2025-05-08,560.1815185546875,565.0599975585938,570.3099975585938,561.7000122070312,565.239990234375,65130800
2025-05-09,559.4677734375,564.3400268554688,567.5,562.760009765625,566.47998046875,37603400
2025-05-12,577.9567260742188,582.989990234375,583.0,577.0399780273438,581.469970703125,78993600
2025-05-13,581.7734985351562,586.8400268554688,589.0800170898438,582.8400268554688,583.4099731445312,67947200
2025-05-14,582.5170288085938,587.5900268554688,588.97998046875,585.5399780273438,587.8099975585938,66283500
2025-05-15,585.3622436523438,590.4600219726562,590.969970703125,585.0999755859375,585.5599975585938,71268100
2025-05-16,589.0699462890625,594.2000122070312,594.5,589.280029296875,591.25,76052100
2025-05-19,589.7142944335938,594.8499755859375,595.5399780273438,588.0999755859375,588.0999755859375,68168500
2025-05-20,587.7315673828125,592.8499755859375,594.0499877929688,589.5999755859375,593.0900268554688,60614500
2025-05-21,577.827880859375,582.8599853515625,592.5800170898438,581.8200073242188,588.4400024414062,95197700
2025-05-22,578.0558471679688,583.0900268554688,586.6199951171875,581.4099731445312,582.6599731445312,70860400
2025-05-23,574.1102294921875,579.1099853515625,581.8099975585938,575.5999755859375,575.97998046875,76029000
2025-05-27,586.0463256835938,591.1500244140625,591.3099975585938,578.4299926757812,586.0700073242188,72588500
2025-05-28,582.65576171875,587.72998046875,592.77001953125,586.989990234375,591.5599975585938,68445500
2025-05-29,584.9557495117188,590.0499877929688,593.2000122070312,586.0700073242188,593.0599975585938,69973300
2025-05-30,584.3014526367188,589.3900146484375,591.1300048828125,583.239990234375,588.9299926757812,90601200
2025-06-02,587.5928344726562,592.7100219726562,592.7899780273438,585.0599975585938,587.760009765625,61630500
2025-06-03,590.9436645507812,596.0900268554688,597.0800170898438,591.8499755859375,592.3400268554688,63606200
2025-06-04,590.7849731445312,595.9299926757812,597.9500122070312,595.489990234375,596.9600219726562,57314200
2025-06-05,587.9298095703125,593.0499877929688,599.0,591.0499877929688,597.6300048828125,92278700
2025-06-06,593.96728515625,599.1400146484375,600.8300170898438,596.8599853515625,598.6599731445312,66588700
2025-06-09,594.5026245117188,599.6799926757812,601.25,598.489990234375,599.719970703125,53016400
2025-06-10,597.873291015625,603.0800170898438,603.469970703125,599.0900268554688,600.219970703125,66247000
2025-06-11,596.1681518554688,601.3599853515625,605.0599975585938,599.27001953125,604.1900024414062,73658200
2025-06-12,598.5374755859375,603.75,603.75,599.52001953125,600.010009765625,64129000
2025-06-13,591.8457641601562,597.0,601.8499755859375,595.47998046875,598.5,89506000
2025-06-16,597.4766845703125,602.6799926757812,604.4500122070312,600.219970703125,600.4000244140625,79984100
2025-06-17,592.3711547851562,597.530029296875,601.75,596.760009765625,600.2100219726562,82209400
2025-06-18,592.281982421875,597.4400024414062,601.219970703125,596.469970703125,598.4400024414062,76605000
2025-06-20,590.8909301757812,594.280029296875,599.4600219726562,592.8599853515625,598.3800048828125,94051400
2025-06-23,596.7274780273438,600.1500244140625,600.5399780273438,591.8900146484375,595.0399780273438,87426000
2025-06-24,603.3196411132812,606.780029296875,607.8499755859375,603.4099731445312,604.3300170898438,67735300
2025-06-25,603.65771484375,607.1199951171875,608.6099853515625,605.5399780273438,607.9099731445312,62114800
2025-06-26,608.380615234375,611.8699951171875,612.3099975585938,608.3699951171875,608.989990234375,78548400
2025-06-27,611.4032592773438,614.9099731445312,616.3900146484375,610.8300170898438,612.8800048828125,86258400
2025-06-30,614.3265380859375,617.8499755859375,619.219970703125,615.0399780273438,617.3800048828125,92502500
2025-07-01,614.127685546875,617.6500244140625,618.8300170898438,615.52001953125,616.3599853515625,70030100
2025-07-02,616.9116821289062,620.4500122070312,620.489990234375,616.6099853515625,617.239990234375,66510400
2025-07-03,621.7738037109375,625.3400268554688,626.280029296875,622.4299926757812,622.4500122070312,51065800
2025-07-07,617.140380859375,620.6799926757812,624.030029296875,617.8699951171875,623.3599853515625,74814500
2025-07-08,616.8023681640625,620.3400268554688,622.1099853515625,619.52001953125,621.3499755859375,59024600
2025-07-09,620.5010986328125,624.0599975585938,624.719970703125,620.9099731445312,622.77001953125,66113300
2025-07-10,622.2510986328125,625.8200073242188,626.8699951171875,623.010009765625,624.2000122070312,57529000
2025-07-11,620.0635986328125,623.6199951171875,624.8599853515625,621.530029296875,622.739990234375,63670200
2025-07-14,621.2467651367188,624.8099975585938,625.1599731445312,621.7999877929688,623.1599731445312,51898500
2025-07-15,618.592041015625,622.1400146484375,627.8599853515625,622.0599975585938,627.52001953125,74317300
2025-07-16,620.66015625,624.219970703125,624.72998046875,618.0499877929688,623.739990234375,88987500
2025-07-17,624.4583740234375,628.0399780273438,628.4000244140625,624.1799926757812,624.4000244140625,68885700
2025-07-18,624.0010375976562,627.5800170898438,629.469970703125,626.4600219726562,629.2999877929688,65621600
2025-07-21,625.1842651367188,628.77001953125,631.5399780273438,628.3400268554688,628.77001953125,63375000
2025-07-22,625.2737426757812,628.8599853515625,629.72998046875,626.1900024414062,629.0999755859375,60046300
2025-07-23,630.59326171875,634.2100219726562,634.2100219726562,629.72998046875,631.5499877929688,70511000
2025-07-24,630.802001953125,634.4199829101562,636.1500244140625,633.989990234375,634.5999755859375,71307100
2025-07-25,633.4667358398438,637.0999755859375,637.5800170898438,634.8400268554688,635.0900268554688,56865400
2025-07-28,633.3076782226562,636.9400024414062,638.0399780273438,635.5399780273438,637.47998046875,54917100
2025-07-29,631.63720703125,635.260009765625,638.6699829101562,634.3400268554688,638.3499755859375,60556300
2025-07-30,630.841796875,634.4600219726562,637.6799926757812,631.5399780273438,635.9199829101562,80418900
2025-07-31,628.4754028320312,632.0800170898438,639.8499755859375,630.77001953125,639.4600219726562,103385200
2025-08-01,618.1743774414062,621.719970703125,626.3400268554688,619.2899780273438,626.2999877929688,140103600
2025-08-04,627.5704956054688,631.1699829101562,631.219970703125,625.5800170898438,625.6699829101562,73218000
2025-08-05,624.3887329101562,627.969970703125,632.6099853515625,627.0399780273438,631.7899780273438,68051400
2025-08-06,629.17138671875,632.780029296875,633.4400024414062,628.1300048828125,629.0499877929688,64357500
2025-08-07,628.6443481445312,632.25,636.97998046875,629.1099853515625,636.239990234375,74205800
2025-08-08,633.5462646484375,637.1799926757812,637.6500244140625,633.739990234375,634.0599975585938,64051600
2025-08-11,632.29345703125,635.9199829101562,638.9500122070312,634.6599731445312,637.4600219726562,58742300
2025-08-12,639.02490234375,642.6900024414062,642.8499755859375,636.7899780273438,638.2899780273438,64730800
2025-08-13,641.2123413085938,644.8900146484375,646.1900024414062,642.6799926757812,644.9099731445312,60092800
2025-08-14,641.27197265625,644.9500122070312,645.6199951171875,642.3400268554688,642.7899780273438,59327500
2025-08-15,639.7706298828125,643.4400024414062,646.0900268554688,642.52001953125,645.989990234375,68592500
2025-08-18,639.63134765625,643.2999877929688,644.0,642.1799926757812,642.8599853515625,43804900
2025-08-19,636.1612548828125,639.8099975585938,644.1099853515625,638.47998046875,643.1199951171875,69750700
2025-08-20,634.470947265625,638.1099853515625,639.6599731445312,632.9500122070312,639.4000244140625,88890300
2025-08-21,631.925537109375,635.5499877929688,637.969970703125,633.8099975585938,636.280029296875,54805800
2025-08-22,641.6299438476562,645.3099975585938,646.5,637.25,637.760009765625,84083200
2025-08-25,638.8060302734375,642.469970703125,645.2899780273438,642.3499755859375,644.0399780273438,51274300
2025-08-26,641.4807739257812,645.1599731445312,645.510009765625,641.5700073242188,642.2000122070312,51581600
2025-08-27,642.9423828125,646.6300048828125,647.3699951171875,644.4199829101562,644.5700073242188,48341100
2025-08-28,645.2192993164062,648.9199829101562,649.47998046875,645.3400268554688,647.239990234375,61519500
2025-08-29,641.3713989257812,645.0499877929688,647.8400268554688,643.1400146484375,647.469970703125,74522200
2025-09-02,636.61865234375,640.27001953125,640.489990234375,634.9199829101562,637.5,81983500
2025-09-03,640.06884765625,643.739990234375,644.2100219726562,640.4600219726562,642.6699829101562,70820900
2025-09-04,645.4181518554688,649.1199951171875,649.1500244140625,643.510009765625,644.4199829101562,65219200
2025-09-05,643.5488891601562,647.239990234375,652.2100219726562,643.3300170898438,651.47998046875,85178900
2025-09-08,645.1298217773438,648.8300170898438,649.8400268554688,647.22998046875,648.6199951171875,63133100
2025-09-09,646.6212768554688,650.3300170898438,650.8599853515625,647.219970703125,648.969970703125,66133900
2025-09-10,648.4906005859375,652.2100219726562,654.5499877929688,650.6300048828125,653.6199951171875,78034500
2025-09-11,653.8796997070312,657.6300048828125,658.3300170898438,653.5900268554688,654.1799926757812,69934400
2025-09-12,653.660888671875,657.4099731445312,659.1099853515625,656.9000244140625,657.5999755859375,72780100
2025-09-15,657.1409301757812,660.9099731445312,661.0399780273438,659.3400268554688,659.6400146484375,63772400
2025-09-16,656.2361450195312,660.0,661.780029296875,659.2100219726562,661.469970703125,61169000
2025-09-17,655.4208374023438,659.1799926757812,661.719970703125,654.2999877929688,660.010009765625,101952200
2025-09-18,658.4832763671875,662.260009765625,664.8900146484375,660.27001953125,661.8900146484375,90459200
2025-09-19,661.74462890625,663.7000122070312,664.5499877929688,660.3699951171875,662.3300170898438,97945600
2025-09-22,664.8753662109375,666.8400268554688,667.2899780273438,662.1699829101562,662.2000122070312,69452200
2025-09-23,661.256103515625,663.2100219726562,667.3400268554688,661.97998046875,666.719970703125,81708900
2025-09-24,659.1522216796875,661.0999755859375,664.6099853515625,659.6699829101562,664.510009765625,68082200
2025-09-25,656.1112670898438,658.0499877929688,659.4099731445312,654.4099731445312,657.9400024414062,89622100
2025-09-26,659.8701782226562,661.8200073242188,662.3699951171875,657.8800048828125,659.510009765625,69179200
2025-09-29,661.7246704101562,663.6799926757812,665.280029296875,661.8599853515625,664.3599853515625,73499000
2025-09-30,664.21728515625,666.1799926757812,666.6500244140625,661.6099853515625,662.9299926757812,86288000
2025-10-01,666.4806518554688,668.4500122070312,669.3699951171875,663.0599975585938,663.1699829101562,72545400
2025-10-02,667.248291015625,669.219970703125,670.5700073242188,666.780029296875,670.4500122070312,56896000
2025-10-03,667.2384033203125,669.2100219726562,672.6799926757812,668.1599731445312,669.989990234375,70494400
2025-10-06,669.6312866210938,671.6099853515625,672.510009765625,669.4600219726562,671.6199951171875,54623300
2025-10-07,667.1486206054688,669.1199951171875,672.989990234375,667.6699829101562,672.5399780273438,72020100
2025-10-08,671.1268920898438,673.1099853515625,673.2100219726562,669.4199829101562,670.25,60702200
2025-10-09,669.1826171875,671.1599731445312,673.9400024414062,669.2100219726562,673.530029296875,66501900
2025-10-10,651.0960693359375,653.02001953125,673.9500122070312,652.8400268554688,672.1300048828125,159422600
2025-10-13,661.0865478515625,663.0399780273438,665.1300048828125,659.77001953125,660.6500244140625,79560500
2025-10-14,660.2789306640625,662.22998046875,665.8300170898438,653.1699829101562,657.1699829101562,88779600
2025-10-15,663.2102661132812,665.1699829101562,670.22998046875,658.9299926757812,666.8200073242188,81702600
2025-10-16,658.6936645507812,660.6400146484375,668.7100219726562,657.1099853515625,666.8200073242188,110563300
2025-10-17,662.4326171875,664.3900146484375,665.760009765625,658.1400146484375,659.5,96500900
2025-10-20,669.3222045898438,671.2999877929688,672.2100219726562,667.27001953125,667.3200073242188,60493400
2025-10-21,669.3121948242188,671.2899780273438,672.989990234375,669.97998046875,671.4400024414062,56249000
2025-10-22,665.83251953125,667.7999877929688,672.0,663.2999877929688,672.0,80564000
2025-10-23,669.7808837890625,671.760009765625,672.7100219726562,667.7999877929688,668.1199951171875,65604500
2025-10-24,675.2546997070312,677.25,678.469970703125,675.6500244140625,676.4600219726562,74356500
2025-10-27,683.2211303710938,685.239990234375,685.5399780273438,682.1199951171875,682.72998046875,63339800
2025-10-28,685.0357666015625,687.0599975585938,688.9099731445312,684.8300170898438,687.0499877929688,61738100
2025-10-29,685.3648071289062,687.3900146484375,689.7000122070312,682.8699951171875,688.719970703125,85657100
2025-10-30,677.8270874023438,679.8300170898438,685.9400024414062,679.8300170898438,683.9000244140625,76335800
2025-10-31,680.050537109375,682.0599975585938,685.0800170898438,679.239990234375,685.0399780273438,87164100
2025-11-03,681.3267822265625,683.3400268554688,685.7999877929688,679.9400024414062,685.6699829101562,57315000
2025-11-04,673.2506103515625,675.239990234375,679.9600219726562,674.5800170898438,676.1099853515625,78427000
2025-11-05,675.583740234375,677.5800170898438,680.8599853515625,674.1699829101562,674.97998046875,74402400
2025-11-06,668.3351440429688,670.3099975585938,677.3800048828125,668.719970703125,676.469970703125,85035300
2025-11-07,668.9931640625,670.969970703125,671.0800170898438,661.2100219726562,667.9099731445312,100592400
2025-11-10,679.432373046875,681.4400024414062,682.1799926757812,675.030029296875,677.239990234375,75842900
2025-11-11,680.9877319335938,683.0,683.5700073242188,678.72998046875,679.9500122070312,58953400
2025-11-12,681.3666381835938,683.3800048828125,684.9600219726562,680.9500122070312,684.7899780273438,62312500
2025-11-13,670.0599975585938,672.0399780273438,680.8599853515625,670.52001953125,680.5,103457800
2025-11-14,669.9503784179688,671.9299926757812,675.6599731445312,663.27001953125,665.3800048828125,96846700
2025-11-17,663.7088012695312,665.6699829101562,673.7100219726562,662.1699829101562,669.7000122070312,90456100
2025-11-18,658.1353149414062,660.0800170898438,665.1199951171875,655.8599853515625,662.0999755859375,114467500
2025-11-19,660.6777954101562,662.6300048828125,667.3400268554688,658.75,660.780029296875,94703000
2025-11-20,650.6075439453125,652.530029296875,675.5599975585938,651.8900146484375,672.9099731445312,165293500
2025-11-21,657.08837890625,659.030029296875,664.5499877929688,650.8499755859375,655.0499877929688,123956200
2025-11-24,666.759765625,668.72998046875,670.0599975585938,661.5900268554688,662.6900024414062,80437900
2025-11-25,673.03125,675.02001953125,676.2100219726562,664.47998046875,668.6300048828125,81077100
2025-11-26,677.6775512695312,679.6799926757812,681.7000122070312,676.719970703125,677.6300048828125,71879600
2025-11-28,681.3765869140625,683.3900146484375,683.6699829101562,680.5,680.8599853515625,49212000
2025-12-01,678.2658081054688,680.27001953125,682.989990234375,678.739990234375,678.8099975585938,61201200
2025-12-02,679.5220947265625,681.530029296875,683.8200073242188,679.3300170898438,681.9199829101562,62953800
2025-12-03,681.8751220703125,683.8900146484375,684.9099731445312,679.6900024414062,680.5700073242188,57238500
2025-12-04,682.3736572265625,684.3900146484375,685.3699951171875,681.3400268554688,685.2999877929688,61970300
2025-12-05,683.6697998046875,685.6900024414062,688.3900146484375,684.5800170898438,685.469970703125,79241000
2025-12-08,681.6159057617188,683.6300048828125,686.6400146484375,681.5700073242188,686.5900268554688,55231500
2025-12-09,681.027587890625,683.0399780273438,685.3900146484375,682.5900268554688,683.1500244140625,58310100
2025-12-10,685.5443115234375,687.5700073242188,688.969970703125,681.3099975585938,682.5599975585938,85671300
2025-12-11,687.1395263671875,689.1699829101562,689.25,682.1699829101562,685.1400146484375,86173700
2025-12-12,679.7514038085938,681.760009765625,688.8800048828125,679.1699829101562,688.1699829101562,113160300
2025-12-15,678.7244262695312,680.72998046875,685.760009765625,679.25,685.739990234375,90811000
2025-12-16,676.8699340820312,678.8699951171875,681.0800170898438,674.97998046875,679.22998046875,122030600
2025-12-17,669.4219360351562,671.4000244140625,680.4400024414062,671.2000122070312,679.8900146484375,110625200
2025-12-18,674.4769287109375,676.469970703125,680.739990234375,674.9000244140625,677.5999755859375,108650100
2025-12-19,680.5900268554688,680.5900268554688,681.0900268554688,676.469970703125,676.5900268554688,103599500
2025-12-22,684.8300170898438,684.8300170898438,685.3599853515625,680.5900268554688,683.9400024414062,69556700
2025-12-23,687.9600219726562,687.9600219726562,688.2000122070312,683.8699951171875,683.9199829101562,64840000
2025-12-24,690.3800048828125,690.3800048828125,690.8300170898438,687.7999877929688,687.9500122070312,39445600
2025-12-26,690.3099975585938,690.3099975585938,691.6599731445312,689.27001953125,690.6400146484375,41613300
2025-12-29,687.8499755859375,687.8499755859375,689.2000122070312,686.0700073242188,687.5399780273438,62559500
2025-12-30,687.010009765625,687.010009765625,688.5599975585938,686.5800170898438,687.4500122070312,47160700
2025-12-31,681.9199829101562,681.9199829101562,687.3599853515625,681.7100219726562,687.1400146484375,74144800
2026-01-02,683.1699829101562,683.1699829101562,686.8699951171875,679.8200073242188,685.7100219726562,89377200
2026-01-05,687.719970703125,687.719970703125,689.4299926757812,686.3800048828125,686.5399780273438,71927200
2026-01-06,691.8099975585938,691.8099975585938,692.3200073242188,687.780029296875,687.9299926757812,69273800
2026-01-07,689.5800170898438,689.5800170898438,693.9600219726562,689.3200073242188,692.1900024414062,75588300
2026-01-08,689.510009765625,689.510009765625,690.6199951171875,687.489990234375,688.8200073242188,64019200
2026-01-09,694.0700073242188,694.0700073242188,695.3099975585938,689.1799926757812,690.6300048828125,80125500
2026-01-12,695.1599731445312,695.1599731445312,696.0900268554688,690.6300048828125,690.6799926757812,63976000
2026-01-13,693.77001953125,693.77001953125,696.0900268554688,691.3499755859375,695.489990234375,78309700
2026-01-14,690.3599853515625,690.3599853515625,691.719970703125,686.0399780273438,691.0,94676700
2026-01-15,692.239990234375,692.239990234375,695.4500122070312,691.25,694.5700073242188,77862000
2026-01-16,691.6599731445312,691.6599731445312,694.25,690.0999755859375,693.6599731445312,79289200
2026-01-20,677.5800170898438,677.5800170898438,684.77001953125,676.5700073242188,681.489990234375,111623300
2026-01-21,685.4000244140625,685.4000244140625,688.739990234375,678.1300048828125,679.6500244140625,127844500
2026-01-22,688.97998046875,688.97998046875,691.1300048828125,686.9199829101562,689.8499755859375,77112200
2026-01-23,689.22998046875,689.22998046875,690.9600219726562,687.1599731445312,688.1500244140625,63059600
2026-01-26,692.72998046875,692.72998046875,694.1300048828125,689.9199829101562,690.489990234375,60473800
2026-01-27,695.489990234375,695.489990234375,696.530029296875,693.5700073242188,694.1799926757812,55506100
2026-01-28,695.4199829101562,695.4199829101562,697.8400268554688,693.9400024414062,697.0499877929688,61172200
2026-01-29,694.0399780273438,694.0399780273438,697.0599975585938,684.8300170898438,696.3900146484375,97486200
2026-01-30,691.969970703125,691.969970703125,694.2100219726562,687.1199951171875,691.7899780273438,101835100
2026-02-02,695.4099731445312,695.4099731445312,696.9299926757812,689.4199829101562,689.5800170898438,79286500
2026-02-03,689.530029296875,689.530029296875,696.9600219726562,684.030029296875,696.2100219726562,107904600
2026-02-04,686.1900024414062,686.1900024414062,691.4500122070312,681.760009765625,690.3499755859375,105204600
2026-02-05,677.6199951171875,677.6199951171875,683.6900024414062,675.7899780273438,680.9400024414062,113610800
2026-02-06,690.6199951171875,690.6199951171875,692.3099975585938,680.8499755859375,681.4600219726562,89127600
2026-02-09,693.9500122070312,693.9500122070312,695.8699951171875,688.3400268554688,689.4199829101562,73885200
2026-02-10,692.1199951171875,692.1199951171875,696.5399780273438,691.6599731445312,694.9500122070312,65185700
2026-02-11,691.9600219726562,691.9600219726562,697.1400146484375,689.1799926757812,696.3900146484375,76353900
2026-02-12,681.27001953125,681.27001953125,695.3499755859375,680.3699951171875,694.239990234375,118829000
2026-02-13,681.75,681.75,686.280029296875,677.52001953125,681.6900024414062,96267500
2026-02-17,682.8499755859375,682.8499755859375,684.9400024414062,675.780029296875,680.1400146484375,81354700
2026-02-18,686.2899780273438,686.2899780273438,689.1500244140625,682.8300170898438,684.02001953125,73570300
2026-02-19,684.47998046875,684.47998046875,686.1799926757812,681.5499877929688,683.8400268554688,58649400
2026-02-20,689.4299926757812,689.4299926757812,690.0599975585938,681.72998046875,682.3200073242188,100034000
2026-02-23,682.3900146484375,682.3900146484375,690.0,680.3699951171875,687.8300170898438,90558100
2026-02-24,687.3499755859375,687.3499755859375,688.3499755859375,680.0,681.9000244140625,73798700
2026-02-25,693.1500244140625,693.1500244140625,693.6799926757812,690.0999755859375,690.1799926757812,56369500
2026-02-26,689.2999877929688,689.2999877929688,693.2999877929688,684.3499755859375,693.280029296875,71671000
2026-02-27,685.989990234375,685.989990234375,686.8599853515625,681.6400146484375,683.0900268554688,83308900
2026-03-02,686.3800048828125,686.3800048828125,688.6199951171875,678.02001953125,678.7000122070312,87477200
2026-03-03,680.3300170898438,680.3300170898438,682.6099853515625,669.6599731445312,675.0599975585938,105003100
2026-03-04,685.1300048828125,685.1300048828125,687.0900268554688,679.6199951171875,681.6300048828125,79182200
2026-03-05,681.3099975585938,681.3099975585938,685.530029296875,675.6099853515625,682.0800170898438,106606500
2026-03-06,672.3800048828125,672.3800048828125,676.1099853515625,669.760009765625,673.4099731445312,100687000
2026-03-09,678.27001953125,678.27001953125,679.9199829101562,662.3900146484375,666.3900146484375,102667700
2026-03-10,677.1799926757812,677.1799926757812,683.3599853515625,674.760009765625,677.719970703125,81381400
2026-03-11,675.3900146484375,675.3900146484375,680.0800170898438,673.510009765625,677.5800170898438,31111055
